,age,chulNo,diffUnit,hrNo,ord,rating,rcDist,rcTime,sex,wgBudam,wgHr,winOdds,plcOdds,rcIdx,hrRcCnt,ord1Rate,ord2Rate,ord3Rate,trackState,deltaWgHr,sexNeutral,sexMale,sexFemale,chulNo_1,chulNo_2,chulNo_3,chulNo_4,chulNo_5,chulNo_6,chulNo_7,chulNo_8,chulNo_9,chulNo_10,chulNo_11,chulNo_12,chulNo_13
869,3,10,5.0,45295,3,0,1300,83.3,수,56.0,497,32.6,5.6,202304153,7,0.0,0.0,0.14,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
870,3,7,0.25,46127,4,0,1300,83.3,수,55.0,451,12.3,2.2,202304153,5,0.0,0.0,0.0,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
871,3,3,0.25,45956,5,0,1300,83.3,수,56.0,456,15.8,3.1,202304153,9,0.0,0.0,0.11,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,4,11,0.5,43836,6,0,1300,83.4,거,56.0,456,12.1,2.3,202304153,9,0.0,0.0,0.11,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
873,4,9,1.0,44144,7,0,1300,83.6,거,56.0,455,76.4,20.5,202304153,4,0.0,0.0,0.0,6,-8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
874,4,1,3.0,43674,8,0,1300,84.1,암,54.0,466,15.6,3.2,202304153,10,0.0,0.0,0.0,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
875,4,4,0.125,44532,9,0,1300,84.1,거,54.0,493,59.5,11.7,202304153,8,0.0,0.0,0.0,6,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
876,4,6,0.25,44856,10,0,1300,84.1,암,54.0,482,64.7,13.1,202304153,12,0.0,0.0,0.0,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
877,3,2,6.0,46620,11,0,1300,85.2,암,54.0,440,18.2,4.3,202304153,3,0.0,0.0,0.0,6,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
878,3,9,0.0,45717,1,31,1300,80.8,암,53.0,472,4.2,1.6,202304154,2,1.0,0.0,0.0,6,-16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
879,4,4,0.5,45086,2,28,1300,80.9,거,53.5,499,10.9,2.8,202304154,7,0.14,0.14,0.0,6,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
880,4,3,7.0,44728,3,28,1300,82.1,암,52.0,455,34.4,4.2,202304154,13,0.08,0.0,0.15,6,-3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
881,4,6,0.75,44478,4,31,1300,82.2,수,55.0,453,1.9,1.2,202304154,8,0.12,0.0,0.12,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882,4,2,3.0,44355,5,27,1300,82.8,거,53.0,453,31.2,5.7,202304154,12,0.0,0.08,0.17,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
883,4,1,0.75,44029,6,29,1300,82.9,거,54.0,462,8.5,1.9,202304154,11,0.0,0.18,0.18,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
884,4,8,1.0,43897,7,31,1300,83.1,암,53.0,470,9.6,2.3,202304154,8,0.12,0.12,0.12,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
885,4,7,0.0625,44324,8,30,1300,83.1,거,52.5,456,27.1,4.7,202304154,8,0.12,0.0,0.0,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
886,3,5,25.0,45814,9,30,1300,87.6,거,54.5,505,12.2,3.2,202304154,8,0.12,0.0,0.0,6,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
887,4,7,0.0,44033,1,28,1400,87.7,수,53.5,492,3.7,1.6,202304155,10,0.1,0.1,0.1,6,-3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
888,4,3,1.0,44470,2,27,1400,87.9,거,53.0,493,20.6,3.9,202304155,9,0.0,0.11,0.0,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
889,3,11,0.75,46039,3,30,1400,88.0,수,54.5,439,4.0,1.4,202304155,6,0.0,0.33,0.5,6,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
890,3,4,2.5,46091,4,29,1400,88.4,수,54.0,466,3.2,1.3,202304155,7,0.14,0.14,0.14,6,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
891,4,10,0.75,44497,5,28,1400,88.6,수,53.5,473,17.0,5.1,202304155,8,0.12,0.0,0.12,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
892,4,6,0.5,45155,6,28,1400,88.6,거,53.5,468,31.9,5.4,202304155,6,0.17,0.0,0.0,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
893,4,5,1.5,43840,7,30,1400,88.9,수,54.5,461,7.3,2.6,202304155,7,0.14,0.0,0.29,6,-6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
894,4,1,5.0,44173,8,26,1400,89.7,암,52.0,485,52.1,10.0,202304155,17,0.0,0.0,0.18,6,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
895,4,8,1.25,45672,9,28,1400,89.9,암,52.0,454,41.6,8.7,202304155,13,0.08,0.08,0.08,6,-8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
896,4,9,6.0,44059,10,27,1400,90.9,암,52.0,489,13.3,3.6,202304155,8,0.0,0.0,0.38,6,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
897,5,2,2.0,42052,11,25,1400,91.3,거,52.0,477,35.2,5.6,202304155,9,0.0,0.0,0.22,6,-3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
898,4,1,0.0,44731,1,28,1200,75.1,암,52.0,459,12.5,2.8,202304156,4,0.25,0.5,0.0,6,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
899,4,6,3.0,44453,2,33,1200,75.6,암,54.0,475,4.3,1.5,202304156,6,0.0,0.17,0.33,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4,4,0.25,44499,3,27,1200,75.6,암,52.0,462,22.7,4.2,202304156,8,0.0,0.25,0.25,6,-4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
901,5,11,0.125,43193,4,21,1200,75.7,수,52.0,481,52.6,14.0,202304156,15,0.0,0.0,0.07,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
902,3,3,0.5,45391,5,30,1200,75.8,수,54.5,485,9.6,2.7,202304156,5,0.2,0.2,0.0,6,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
903,4,2,2.5,43662,6,28,1200,76.2,수,53.5,495,10.3,2.3,202304156,8,0.0,0.0,0.0,6,-6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
904,4,5,0.5,45101,7,21,1200,76.2,암,52.0,453,137.0,28.3,202304156,15,0.0,0.07,0.2,6,-2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
905,5,7,1.0,43427,8,35,1200,76.4,암,55.0,459,23.6,6.1,202304156,7,0.0,0.0,0.0,6,-12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
906,3,10,2.5,1412364,9,32,1200,76.8,수,55.5,435,5.0,1.8,202304156,5,0.2,0.2,0.2,6,-16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
907,3,9,1.75,45948,10,32,1200,77.1,수,55.5,494,2.5,1.3,202304156,5,0.2,0.2,0.2,6,-13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
908,3,8,4.0,45479,11,25,1200,77.8,암,52.0,443,67.3,18.5,202304156,10,0.0,0.1,0.2,6,-6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
909,3,4,0.0,45323,1,48,1200,73.6,수,57.0,468,4.0,1.6,202304157,8,0.38,0.25,0.0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
910,3,10,1.0,50040,2,48,1200,73.8,수,57.0,477,3.0,1.2,202304157,7,0.29,0.29,0.0,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
911,4,5,1.5,44465,3,42,1200,74.1,수,54.0,470,10.1,3.0,202304157,10,0.0,0.1,0.4,6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
912,3,3,0.75,45949,4,39,1200,74.2,암,52.0,439,13.8,4.0,202304157,7,0.29,0.0,0.29,6,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
913,3,6,2.5,45876,5,38,1200,74.6,암,52.0,528,5.8,1.9,202304157,6,0.33,0.0,0.33,6,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
914,3,1,3.0,45434,6,50,1200,75.1,수,58.0,470,13.1,3.6,202304157,12,0.25,0.0,0.08,6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
915,3,2,0.25,45885,7,41,1200,75.1,수,53.5,451,6.9,2.1,202304157,10,0.2,0.1,0.1,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
916,6,9,0.75,41325,8,37,1200,75.3,수,52.0,488,49.2,8.0,202304157,8,0.0,0.0,0.12,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
917,5,7,0.0625,42893,9,36,1200,75.3,암,51.0,476,53.7,18.0,202304157,10,0.1,0.1,0.2,6,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
918,4,8,2.5,43807,10,36,1200,75.7,암,52.0,536,58.9,11.4,202304157,6,0.0,0.17,0.17,6,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
919,5,11,3.0,42251,11,45,1200,76.2,거,55.5,452,22.8,5.1,202304157,9,0.0,0.11,0.11,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
920,4,6,0.0,46593,1,46,1400,87.0,수,56.0,502,4.6,1.5,202304158,9,0.22,0.0,0.22,6,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
921,3,4,2.0,46260,2,43,1400,87.4,암,52.5,510,2.0,1.2,202304158,7,0.29,0.43,0.0,6,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
922,6,7,5.0,41273,3,39,1400,88.3,암,52.0,460,22.4,3.1,202304158,7,0.0,0.29,0.14,6,-3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
923,6,3,1.25,41261,4,43,1400,88.5,거,54.5,472,15.5,3.6,202304158,11,0.09,0.0,0.09,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,5,5,0.125,42282,5,38,1400,88.6,암,52.0,483,42.8,11.5,202304158,8,0.12,0.0,0.12,6,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
925,4,8,0.25,44625,6,38,1400,88.6,수,52.0,517,7.0,2.1,202304158,8,0.12,0.0,0.25,6,-2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
926,6,11,1.25,41045,7,38,1400,88.8,수,52.0,501,39.2,5.9,202304158,10,0.0,0.0,0.2,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,5,10,3.0,45130,8,45,1400,89.3,거,51.5,463,30.9,4.5,202304158,6,0.0,0.17,0.0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
928,6,9,1.75,40797,9,47,1400,89.6,수,56.5,482,45.0,6.7,202304158,8,0.0,0.12,0.0,6,-8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
929,5,2,0.5,45122,10,49,1400,89.7,거,56.5,553,27.0,6.9,202304158,10,0.0,0.0,0.0,6,-5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
930,3,1,0.25,45759,11,36,1400,89.7,수,51.0,521,7.7,2.8,202304158,7,0.29,0.14,0.0,6,-4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
931,7,1,0.0,39094,1,73,1400,86.7,수,54.5,524,5.0,1.5,202304159,11,0.09,0.09,0.18,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
932,4,4,1.0,43685,2,71,1400,86.9,암,52.0,494,4.4,1.6,202304159,5,0.2,0.2,0.2,6,-3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
933,5,3,4.0,45045,3,74,1400,87.5,수,55.0,502,5.3,2.2,202304159,7,0.14,0.14,0.14,6,-3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
934,6,7,1.25,41867,4,72,1400,87.7,거,54.0,478,7.4,2.5,202304159,9,0.22,0.11,0.11,6,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
935,6,8,1.5,43576,5,76,1400,87.9,수,52.0,478,15.3,2.9,202304159,7,0.0,0.0,0.14,6,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
936,5,2,1.0,42599,6,67,1400,88.1,거,52.0,492,5.4,1.9,202304159,8,0.12,0.0,0.25,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
937,6,6,0.125,41304,7,72,1400,88.1,거,54.0,448,9.8,3.1,202304159,8,0.12,0.12,0.0,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
938,6,5,1.25,40901,8,67,1400,88.4,수,52.0,471,6.6,2.7,202304159,5,0.0,0.0,0.0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
939,5,8,0.0,43082,1,52,1700,111.1,수,54.0,465,17.2,3.6,202304160,7,0.14,0.14,0.0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
940,4,7,1.25,43712,2,56,1700,111.3,수,55.0,472,3.1,1.3,202304160,11,0.18,0.45,0.18,6,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
941,5,9,0.125,44926,3,58,1700,111.3,거,55.0,490,15.7,3.5,202304160,11,0.18,0.09,0.27,6,-4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
942,6,5,5.0,43456,4,64,1700,112.2,수,58.0,492,8.9,3.2,202304160,7,0.0,0.29,0.0,6,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
943,6,11,1.0,43604,5,51,1700,112.4,거,54.0,511,51.4,8.1,202304160,9,0.0,0.0,0.0,6,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
944,6,10,0.25,41607,6,51,1700,112.4,거,54.0,492,10.9,2.9,202304160,11,0.0,0.0,0.09,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
945,6,3,1.5,41041,7,57,1700,112.7,거,52.0,496,24.3,4.5,202304160,12,0.17,0.25,0.0,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
946,5,2,0.125,43314,8,54,1700,112.7,암,53.0,489,5.6,1.9,202304160,10,0.1,0.2,0.2,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
947,5,6,0.0625,42957,9,60,1700,112.7,암,55.0,470,4.4,2.1,202304160,10,0.2,0.2,0.0,6,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
948,6,1,3.0,40701,10,53,1700,113.2,암,52.0,442,8.8,3.1,202304160,10,0.1,0.0,0.3,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
949,5,4,22.0,45146,11,63,1700,117.1,수,56.0,526,47.8,12.8,202304160,9,0.0,0.11,0.0,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
950,3,6,0.0,46473,1,0,1200,75.9,암,54.0,456,4.9,1.4,202304091,3,0.33,0.0,0.0,13,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
951,3,7,2.5,45368,2,0,1200,76.3,수,56.0,464,1.8,1.2,202304091,5,0.0,0.2,0.0,13,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
952,3,3,7.0,46206,3,0,1200,77.6,암,54.0,426,27.6,5.5,202304091,3,0.0,0.0,0.33,13,-5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
953,3,8,0.75,46605,4,0,1200,77.7,암,54.0,441,17.0,2.7,202304091,2,0.0,0.0,0.0,13,-4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
954,3,9,2.0,45821,5,0,1200,78.1,거,56.0,468,69.6,7.8,202304091,4,0.0,0.0,0.0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
955,3,5,2.0,45884,6,0,1200,78.4,암,54.0,436,15.8,2.7,202304091,6,0.0,0.0,0.0,13,-11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
956,3,4,2.5,51481,7,0,1200,78.9,암,54.0,460,45.3,9.3,202304091,2,0.0,0.0,0.0,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
957,3,1,0.5,45798,8,0,1200,79.0,수,56.0,494,11.5,2.5,202304091,4,0.0,0.0,0.0,13,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
958,3,2,2.5,46281,9,0,1200,79.4,수,56.0,490,5.1,1.7,202304091,1,0.0,0.0,0.0,13,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
959,3,2,0.0,46603,1,0,1200,77.0,수,56.0,463,6.6,1.8,202304092,3,0.33,0.0,0.0,13,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
960,3,8,0.5,46197,2,0,1200,77.1,암,54.0,439,5.1,1.6,202304092,6,0.0,0.17,0.0,13,-5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
961,3,6,3.0,45900,3,0,1200,77.6,수,56.0,495,24.9,4.8,202304092,1,0.0,0.0,1.0,13,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
962,3,4,0.5,45263,4,0,1200,77.7,암,54.0,428,2.2,1.3,202304092,4,0.0,0.25,0.25,13,-2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
963,3,9,0.5,45289,5,0,1200,77.7,거,56.0,458,5.7,2.1,202304092,1,0.0,0.0,0.0,13,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
964,3,7,0.5,46201,6,0,1200,77.8,수,56.0,465,12.8,2.7,202304092,5,0.0,0.0,0.2,13,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
965,3,3,1.25,46118,7,0,1200,78.0,수,56.0,450,13.9,2.9,202304092,4,0.0,0.0,0.0,13,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
966,3,10,5.0,45989,8,0,1200,78.9,암,54.0,448,85.5,17.4,202304092,2,0.0,0.0,0.0,13,-13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
967,3,5,5.0,45901,9,0,1200,79.7,암,54.0,444,64.5,13.9,202304092,7,0.0,0.0,0.0,13,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
968,3,1,0.125,45534,10,0,1200,79.7,거,56.0,493,16.2,4.9,202304092,2,0.0,0.0,0.0,13,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
969,3,10,0.0,45838,1,0,1300,83.9,수,56.0,533,14.0,3.2,202304093,4,0.25,0.0,0.0,13,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
970,3,11,1.5,46259,2,0,1300,84.2,암,54.0,477,48.9,11.8,202304093,5,0.0,0.2,0.0,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
971,3,4,3.0,45648,3,0,1300,84.7,암,54.0,457,2.1,1.2,202304093,4,0.0,0.25,0.5,13,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
972,3,9,2.0,46294,4,0,1300,85.1,암,54.0,481,15.0,3.0,202304093,3,0.0,0.0,0.0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
973,3,6,1.75,45259,5,0,1300,85.4,거,56.0,437,9.9,2.6,202304093,5,0.0,0.0,0.4,13,-20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
974,3,7,2.0,46389,6,0,1300,85.7,거,56.0,493,42.4,8.6,202304093,5,0.0,0.0,0.0,13,-9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
975,3,8,0.5,46361,7,0,1300,85.8,암,54.0,489,8.5,2.1,202304093,2,0.0,0.0,0.0,13,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
976,3,2,2.5,46021,8,0,1300,86.3,암,54.0,472,26.4,6.0,202304093,2,0.0,0.0,0.0,13,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
977,3,1,0.0625,45919,9,0,1300,86.3,암,54.0,446,10.6,2.5,202304093,6,0.0,0.0,0.17,13,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
978,3,3,7.0,46364,10,0,1300,87.6,수,56.0,429,81.0,24.3,202304093,2,0.0,0.0,0.0,13,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
979,3,5,2.0,45870,11,0,1300,87.9,암,54.0,471,4.4,1.6,202304093,5,0.0,0.2,0.2,13,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
980,3,7,0.0,45285,1,0,1300,83.5,수,56.0,443,4.4,1.6,202304094,9,0.11,0.0,0.11,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
981,4,8,2.0,45094,2,0,1300,83.9,거,56.0,507,10.0,2.8,202304094,13,0.0,0.08,0.15,13,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
982,4,6,2.0,44091,3,0,1300,84.2,수,56.0,503,3.6,1.6,202304094,5,0.0,0.2,0.4,13,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
983,5,5,2.0,42819,4,0,1300,84.6,암,54.0,430,25.8,5.9,202304094,5,0.0,0.0,0.0,13,-4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
984,3,9,0.125,45392,5,0,1300,84.6,암,54.0,469,50.0,11.8,202304094,5,0.0,0.0,0.0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
985,3,1,5.0,45614,6,0,1300,85.5,암,54.0,479,4.1,1.5,202304094,7,0.0,0.0,0.14,13,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
986,3,3,0.0625,45291,7,0,1300,85.5,거,56.0,454,8.3,2.3,202304094,6,0.0,0.0,0.17,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
987,3,10,0.5,45593,8,0,1300,85.5,암,54.0,471,5.6,1.6,202304094,7,0.0,0.0,0.0,13,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
988,4,2,11.0,44401,9,0,1300,87.5,수,56.0,437,36.2,8.8,202304094,5,0.0,0.0,0.0,13,-3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
989,4,4,6.0,45070,10,0,1300,88.7,수,56.0,445,72.6,24.3,202304094,5,0.0,0.0,0.0,13,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
990,3,3,0.0,45973,1,31,1200,75.8,암,55.0,491,3.1,1.5,202304095,3,0.67,0.33,0.0,11,-4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
991,4,8,2.0,44048,2,27,1200,76.2,암,53.0,483,13.8,3.0,202304095,13,0.0,0.23,0.08,11,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
992,3,11,1.5,45464,3,30,1200,76.4,암,54.5,462,12.2,3.3,202304095,4,0.25,0.0,0.25,11,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
993,3,2,0.75,1412363,4,28,1200,76.5,암,53.5,479,3.6,1.5,202304095,5,0.0,0.0,0.8,11,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
994,4,7,3.0,44618,5,29,1200,77.1,암,54.0,456,18.8,4.3,202304095,10,0.1,0.0,0.2,11,-3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
995,3,9,2.0,45785,6,30,1200,77.5,암,54.5,490,17.1,7.0,202304095,4,0.25,0.0,0.0,11,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
996,3,1,0.0625,45923,7,29,1200,77.5,암,54.0,470,15.7,4.2,202304095,4,0.25,0.0,0.25,11,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
997,3,6,0.75,45315,8,33,1200,77.6,암,56.0,489,5.1,1.7,202304095,9,0.11,0.11,0.33,11,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
998,4,5,0.75,44022,9,27,1200,77.7,암,53.0,474,13.2,3.0,202304095,6,0.0,0.17,0.33,11,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
999,3,10,2.0,45820,10,29,1200,78.1,암,54.0,459,53.5,12.8,202304095,4,0.25,0.0,0.0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1000,10,4,0.0625,33142,11,22,1200,78.1,암,52.0,450,37.8,6.9,202304095,10,0.0,0.0,0.0,11,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1001,5,4,0.0,42881,1,34,1300,81.6,암,54.5,468,15.5,3.3,202304096,13,0.08,0.0,0.0,11,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1002,4,8,6.0,43960,2,31,1300,82.7,암,53.0,475,5.8,2.2,202304096,4,0.25,0.25,0.0,11,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1003,4,7,3.0,44675,3,27,1300,83.2,수,53.0,499,7.6,2.1,202304096,8,0.0,0.0,0.12,11,-2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1004,5,9,2.5,43170,4,31,1300,83.6,암,53.0,419,9.1,3.0,202304096,14,0.0,0.21,0.14,11,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1005,3,10,0.75,45998,5,29,1300,83.7,거,54.0,446,8.2,2.4,202304096,6,0.17,0.17,0.0,11,-4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1006,4,6,0.75,44796,6,31,1300,83.8,암,51.0,466,11.5,2.8,202304096,7,0.0,0.0,0.14,11,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1007,4,2,2.0,44154,7,27,1300,84.2,암,52.0,438,19.3,5.6,202304096,13,0.08,0.15,0.15,11,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1008,5,11,0.5,43124,8,26,1300,84.3,거,52.5,467,28.0,6.1,202304096,17,0.0,0.06,0.0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1009,4,3,2.5,44378,9,31,1300,84.8,거,55.0,524,4.7,2.3,202304096,8,0.12,0.0,0.0,11,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1010,5,5,0.25,43290,10,26,1300,84.8,암,52.0,440,43.6,11.2,202304096,7,0.0,0.0,0.14,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1011,3,1,2.0,45183,11,30,1300,85.2,수,54.5,450,4.2,1.8,202304096,8,0.12,0.12,0.25,11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1012,4,11,0.0,44507,1,39,1400,87.7,수,52.5,457,20.0,7.3,202304097,11,0.09,0.18,0.18,10,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1013,6,3,0.0625,41376,2,46,1400,87.7,암,54.0,520,7.8,2.0,202304097,7,0.0,0.29,0.29,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
