,age,chulNo,diffUnit,hrNo,ord,rating,rcDist,rcTime,sex,wgBudam,wgHr,winOdds,plcOdds,rcIdx,hrRcCnt,ord1Rate,ord2Rate,ord3Rate,trackState,deltaWgHr,sexNeutral,sexMale,sexFemale,chulNo_1,chulNo_2,chulNo_3,chulNo_4,chulNo_5,chulNo_6,chulNo_7,chulNo_8,chulNo_9,chulNo_10,chulNo_11,chulNo_12,chulNo_13
1014,4,5,5.0,43727,3,46,1400,88.7,수,56.0,487,3.4,1.4,202304097,7,0.29,0.29,0.14,10,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1015,6,8,0.25,41169,4,40,1400,88.7,암,51.0,455,13.8,3.0,202304097,10,0.2,0.0,0.2,10,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1016,6,7,1.5,41018,5,44,1400,89.0,거,55.0,486,49.8,8.3,202304097,11,0.09,0.0,0.09,10,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017,4,6,0.25,44003,6,47,1400,89.0,거,56.5,475,10.0,3.2,202304097,7,0.43,0.0,0.14,10,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1018,4,10,0.0625,44004,7,41,1400,89.0,수,53.5,474,13.7,3.5,202304097,10,0.1,0.1,0.2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1019,3,4,1.0,45788,8,41,1400,89.2,수,53.5,461,3.6,1.6,202304097,8,0.12,0.38,0.12,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1020,4,9,5.0,43994,9,44,1400,90.1,암,53.0,447,26.5,6.2,202304097,10,0.2,0.2,0.0,10,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1021,3,2,10.0,45790,10,48,1400,91.8,거,57.0,477,8.0,2.7,202304097,8,0.38,0.12,0.12,10,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1022,4,1,1.0,43870,11,41,1400,91.9,암,51.5,497,15.6,5.4,202304097,10,0.1,0.1,0.0,10,-5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1023,5,11,0.0,43107,1,70,1800,118.4,암,58.0,511,16.1,2.5,202304098,7,0.14,0.14,0.14,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,6,10,8.0,40560,2,128,1800,119.8,암,58.0,453,2.3,1.2,202304098,7,0.29,0.14,0.29,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1025,6,9,0.125,40681,3,80,1800,119.9,암,58.0,488,23.0,3.5,202304098,8,0.25,0.0,0.25,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1026,5,2,0.75,42023,4,73,1800,120.0,암,58.0,474,30.8,5.6,202304098,7,0.14,0.0,0.0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,6,6,2.0,43526,5,66,1800,120.3,암,58.0,486,60.1,8.3,202304098,8,0.0,0.0,0.25,10,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1028,5,8,0.125,42554,6,61,1800,120.3,암,58.0,484,92.6,9.8,202304098,9,0.22,0.11,0.0,10,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1029,5,3,2.5,42337,7,101,1800,120.8,암,58.0,471,2.5,1.3,202304098,12,0.25,0.25,0.08,10,-14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1030,5,7,4.0,42461,8,74,1800,121.5,암,58.0,485,31.5,5.9,202304098,4,0.0,0.0,0.0,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,4,4,1.25,46442,9,85,1800,121.8,암,58.0,454,11.2,2.2,202304098,8,0.25,0.0,0.25,10,-8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1032,3,1,2.5,45240,10,55,1800,122.2,암,52.0,408,12.0,3.2,202304098,12,0.33,0.25,0.08,10,-2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1033,8,12,24.0,37212,11,51,1800,126.4,암,58.0,494,94.7,27.5,202304098,6,0.0,0.0,0.0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1035,5,8,0.0,43416,1,42,1700,112.3,거,56.0,512,6.1,1.9,202304099,10,0.2,0.1,0.2,10,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1036,3,11,3.0,45223,2,40,1700,112.8,수,55.0,496,3.5,1.5,202304099,8,0.25,0.12,0.25,10,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1037,5,4,3.0,43220,3,40,1700,113.3,수,55.0,538,3.5,1.5,202304099,8,0.0,0.25,0.38,10,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1038,6,6,1.5,43589,4,36,1700,113.6,암,52.0,411,33.4,6.4,202304099,9,0.0,0.0,0.22,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1039,5,9,0.5,44742,5,46,1700,113.7,거,57.0,472,10.3,3.1,202304099,9,0.0,0.0,0.0,10,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1040,4,7,4.0,44126,6,45,1700,114.4,수,57.0,487,7.3,2.1,202304099,10,0.1,0.0,0.1,10,-7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1041,4,10,1.0,44689,7,39,1700,114.6,거,53.0,496,22.2,5.8,202304099,13,0.15,0.08,0.08,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1042,4,3,0.25,44569,8,40,1700,114.6,거,55.0,458,8.8,2.5,202304099,10,0.1,0.1,0.2,10,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1043,4,1,7.0,44800,9,36,1700,115.8,수,54.0,446,32.7,6.3,202304099,13,0.08,0.08,0.15,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,4,5,3.0,43656,10,40,1700,116.4,수,55.0,515,32.1,8.4,202304099,10,0.1,0.0,0.3,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1045,6,2,15.0,43585,11,36,1700,119.0,수,54.0,526,34.0,9.1,202304099,10,0.0,0.0,0.1,10,-4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1046,4,11,0.0,43713,1,60,1400,87.3,수,55.5,438,4.1,1.7,202304100,9,0.56,0.11,0.11,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1047,4,8,1.0,44358,2,53,1400,87.5,암,52.0,472,3.3,1.4,202304100,10,0.1,0.4,0.2,10,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1048,5,9,0.5,46252,3,51,1400,87.6,거,52.0,479,38.9,9.7,202304100,8,0.0,0.12,0.25,10,-2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1049,4,3,6.0,46584,4,52,1400,88.6,수,51.5,518,5.8,1.7,202304100,10,0.2,0.1,0.1,10,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1050,6,5,0.0625,40627,5,56,1400,88.6,암,52.0,450,10.2,3.3,202304100,12,0.08,0.0,0.17,10,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1051,6,10,0.25,43631,6,51,1400,88.7,수,51.0,492,20.4,5.7,202304100,10,0.0,0.0,0.0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1052,5,7,0.5,46258,7,55,1400,88.7,수,51.0,519,19.7,5.7,202304100,7,0.29,0.0,0.0,10,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1053,4,4,4.0,43796,8,49,1400,89.3,수,52.0,499,9.5,2.7,202304100,14,0.07,0.36,0.14,10,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1054,6,2,3.0,43513,9,60,1400,89.9,거,51.5,515,43.3,7.9,202304100,10,0.1,0.2,0.1,10,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1055,5,6,5.0,43403,10,54,1400,90.8,거,52.5,498,10.0,3.0,202304100,4,0.0,0.0,0.0,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1056,6,1,4.0,41253,11,52,1400,91.5,수,51.5,484,13.1,3.6,202304100,8,0.0,0.12,0.12,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1057,6,4,0.0,40558,1,108,1200,73.2,거,52.5,430,2.1,1.2,202304101,8,0.38,0.25,0.12,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1058,6,5,0.75,40909,2,119,1200,73.3,거,58.0,501,13.2,3.6,202304101,7,0.0,0.29,0.0,10,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1059,6,9,0.25,40349,3,100,1200,73.3,거,51.0,505,8.4,2.2,202304101,7,0.14,0.14,0.29,10,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1060,7,10,1.0,41745,4,108,1200,73.5,수,52.5,506,17.4,3.8,202304101,7,0.0,0.0,0.0,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1061,6,8,1.0,40517,5,106,1200,73.7,수,52.0,508,14.3,2.9,202304101,7,0.0,0.0,0.0,10,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1062,4,6,0.5,44527,6,81,1200,73.8,거,52.0,468,63.0,8.4,202304101,11,0.27,0.0,0.0,10,-6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1063,6,3,3.0,43574,7,103,1200,74.3,수,52.0,476,8.7,2.4,202304101,7,0.0,0.0,0.0,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1064,8,7,2.0,37040,8,93,1200,74.7,수,52.0,490,85.9,12.4,202304101,10,0.0,0.0,0.2,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1065,5,2,6.0,44750,9,85,1200,75.7,거,52.0,538,4.7,1.5,202304101,5,0.4,0.2,0.0,10,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1066,5,1,1.25,42942,10,85,1200,76.0,수,52.0,492,10.2,3.3,202304101,3,0.0,0.33,0.0,10,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,3,5,0.0,45828,1,0,1200,76.6,암,54.0,444,3.9,1.2,202304081,5,0.2,0.0,0.2,16,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1068,3,6,5.0,46293,2,0,1200,77.5,암,54.0,483,1.6,1.0,202304081,4,0.0,0.5,0.25,16,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1069,3,2,2.0,45205,3,0,1200,77.8,암,54.0,443,7.3,1.3,202304081,3,0.0,0.0,0.67,16,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1070,3,9,0.25,45406,4,0,1200,77.9,암,54.0,482,73.2,19.6,202304081,5,0.0,0.0,0.0,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1071,3,4,0.75,52553,5,0,1200,78.0,수,56.0,472,39.8,4.4,202304081,1,0.0,0.0,0.0,16,-2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072,3,7,2.0,47048,6,0,1200,78.3,암,54.0,489,84.8,13.8,202304081,1,0.0,0.0,0.0,16,-6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1073,3,8,1.0,46405,7,0,1200,78.5,암,54.0,462,8.0,1.8,202304081,4,0.0,0.0,0.0,16,-4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1074,3,1,2.5,46382,8,0,1200,79.0,암,54.0,463,23.5,6.6,202304081,6,0.0,0.0,0.0,16,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1075,3,3,14.0,1400966,9,0,1200,81.4,수,52.0,480,39.4,6.8,202304081,2,0.0,0.0,0.0,16,-9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1076,3,9,0.0,45811,1,0,1200,75.3,수,56.0,502,1.3,1.1,202304082,3,0.33,0.33,0.33,16,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1077,3,6,4.0,46245,2,0,1200,76.0,암,54.0,467,14.9,2.2,202304082,2,0.0,0.5,0.0,16,-6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1078,3,4,1.0,45203,3,0,1200,76.2,암,54.0,415,8.5,1.4,202304082,5,0.0,0.2,0.2,16,-2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1079,3,2,3.0,46377,4,0,1200,76.7,암,52.0,413,4.3,1.1,202304082,4,0.0,0.0,0.0,16,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1080,3,7,10.0,45725,5,0,1200,78.4,수,56.0,526,61.3,6.8,202304082,3,0.0,0.0,0.0,16,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1081,3,3,1.0,46596,6,0,1200,78.6,암,50.0,416,84.3,6.9,202304082,6,0.0,0.0,0.0,16,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1082,3,8,3.0,46154,7,0,1200,79.1,암,54.0,415,90.0,15.5,202304082,2,0.0,0.0,0.0,16,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1083,3,5,9.0,46004,8,0,1200,80.7,암,54.0,471,34.1,4.3,202304082,3,0.0,0.0,0.0,16,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1084,3,1,5.0,45415,9,0,1200,81.7,거,56.0,432,71.4,8.0,202304082,2,0.0,0.0,0.0,16,-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1085,3,7,0.0,45545,1,0,1200,76.5,암,54.0,473,5.9,1.9,202304083,4,0.25,0.0,0.0,15,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1086,4,8,0.75,43743,2,0,1200,76.7,암,50.0,456,13.1,3.3,202304083,9,0.0,0.11,0.11,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1087,4,6,2.0,44074,3,0,1200,77.0,암,54.0,414,3.0,1.5,202304083,7,0.0,0.0,0.29,15,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1088,4,9,1.0,43812,4,0,1200,77.2,암,54.0,440,17.3,6.3,202304083,13,0.0,0.0,0.15,15,-5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1089,5,10,0.25,42283,5,0,1200,77.3,암,54.0,445,12.5,3.0,202304083,11,0.0,0.0,0.0,15,-3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1090,3,3,1.75,46237,6,0,1200,77.6,암,54.0,447,34.5,8.5,202304083,5,0.0,0.0,0.0,15,-6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1091,4,11,1.5,43755,7,0,1200,77.8,암,53.0,505,8.7,2.6,202304083,9,0.0,0.0,0.0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1092,3,1,1.0,46031,8,0,1200,78.0,암,54.0,445,5.4,1.8,202304083,7,0.0,0.0,0.0,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1093,3,2,1.75,46207,9,0,1200,78.3,암,54.0,453,7.9,2.7,202304083,4,0.0,0.0,0.0,15,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1094,3,4,0.0625,46221,10,0,1200,78.3,암,54.0,443,16.8,3.5,202304083,8,0.0,0.0,0.0,15,-7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1095,3,5,0.75,46379,11,0,1200,78.4,암,54.0,467,43.2,13.2,202304083,3,0.0,0.0,0.0,15,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1096,4,10,0.0,44454,1,0,1300,82.9,수,56.0,443,13.0,3.3,202304084,12,0.08,0.0,0.0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,4,6,3.0,43479,2,0,1300,83.5,암,54.0,432,4.5,1.8,202304084,5,0.0,0.4,0.0,15,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1098,4,9,1.25,44817,3,0,1300,83.7,거,56.0,471,6.1,1.9,202304084,11,0.0,0.0,0.09,15,-5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1099,4,3,1.0,44803,4,0,1300,83.9,암,54.0,456,4.8,1.7,202304084,14,0.0,0.0,0.14,15,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,4,7,0.75,43904,5,0,1300,84.0,수,56.0,485,4.1,1.8,202304084,3,0.0,0.0,0.0,15,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1101,4,4,5.0,44106,6,0,1300,84.8,거,56.0,459,14.3,4.0,202304084,7,0.14,0.14,0.0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1102,4,5,0.75,44404,7,0,1300,85.0,암,52.0,480,7.6,2.3,202304084,4,0.0,0.0,0.0,15,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1103,4,1,1.25,44464,8,0,1300,85.2,암,54.0,497,60.5,10.2,202304084,4,0.0,0.0,0.0,15,-8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1104,4,2,0.25,44134,9,0,1300,85.2,거,56.0,477,11.6,3.2,202304084,13,0.0,0.0,0.08,15,-4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1105,3,8,12.0,45922,10,0,1300,87.2,암,54.0,492,30.2,7.4,202304084,6,0.0,0.0,0.0,15,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1106,4,5,0.0,44136,1,32,1300,82.0,암,52.5,424,10.2,2.8,202304085,9,0.22,0.11,0.11,15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1107,3,2,0.125,46184,2,34,1300,82.1,암,54.5,462,4.5,1.8,202304085,8,0.12,0.25,0.12,15,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1108,3,4,3.0,45303,3,31,1300,82.5,수,55.0,444,4.0,1.6,202304085,8,0.0,0.38,0.12,15,-3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1109,4,9,1.25,43704,4,34,1300,82.8,암,54.5,493,4.7,1.8,202304085,6,0.0,0.33,0.0,15,-4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1110,4,7,0.75,43738,5,32,1300,82.9,암,53.5,478,13.1,2.9,202304085,10,0.0,0.3,0.0,15,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1111,4,8,4.0,43663,6,33,1300,83.6,수,56.0,470,30.7,5.2,202304085,13,0.08,0.15,0.15,15,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1112,5,6,1.25,42535,7,29,1300,83.9,암,52.0,443,41.0,7.8,202304085,15,0.07,0.07,0.0,15,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,3,1,4.0,45555,8,28,1300,84.6,수,53.5,478,3.8,1.7,202304085,3,0.0,0.67,0.0,15,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1114,4,3,1.25,43778,9,27,1300,84.8,거,51.0,497,17.9,3.6,202304085,10,0.0,0.0,0.1,15,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1115,5,10,6.0,42187,10,28,1300,85.8,수,53.5,511,46.2,9.6,202304085,7,0.0,0.0,0.14,15,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1117,3,2,0.0,46465,1,30,1200,75.4,수,54.5,481,3.5,1.7,202304086,2,1.0,0.0,0.0,13,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1118,5,7,1.75,42297,2,35,1200,75.7,수,57.0,505,12.3,2.4,202304086,11,0.09,0.09,0.0,13,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1119,4,8,1.75,44910,3,31,1200,76.0,거,55.0,434,22.3,3.1,202304086,9,0.11,0.22,0.11,13,-2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1120,3,5,5.0,45818,4,30,1200,76.9,수,54.5,482,2.6,1.1,202304086,6,0.17,0.17,0.0,13,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1121,4,9,0.5,44128,5,33,1200,77.0,암,54.0,425,14.2,3.3,202304086,10,0.1,0.1,0.0,13,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1122,3,6,0.0625,45206,6,30,1200,77.0,수,54.5,474,3.7,1.6,202304086,2,0.5,0.0,0.0,13,-6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1123,5,3,0.0625,42861,7,21,1200,77.0,거,51.0,434,81.8,13.5,202304086,15,0.0,0.0,0.0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,4,1,1.75,43950,8,23,1200,77.3,수,52.0,468,22.5,3.3,202304086,9,0.0,0.0,0.0,13,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1125,3,4,7.0,46525,9,29,1200,78.5,수,54.0,532,15.8,5.1,202304086,3,0.33,0.0,0.0,13,-3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1126,4,6,0.0,43693,1,36,1300,81.1,암,52.0,481,12.4,3.1,202304087,6,0.17,0.0,0.0,13,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1127,4,4,1.0,44510,2,41,1300,81.3,암,52.0,485,26.2,4.5,202304087,12,0.0,0.33,0.08,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1128,4,9,3.0,44645,3,41,1300,81.8,암,52.0,482,8.9,3.1,202304087,11,0.18,0.09,0.09,13,-3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1129,5,3,0.5,43207,4,47,1300,81.9,거,55.0,457,4.1,1.6,202304087,11,0.09,0.0,0.0,13,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1130,5,2,0.75,42292,5,36,1300,82.0,거,52.0,500,9.1,1.7,202304087,9,0.11,0.11,0.11,13,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1131,4,8,0.75,44824,6,45,1300,82.1,암,54.0,435,6.2,1.8,202304087,6,0.17,0.17,0.0,13,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1132,4,7,0.75,44698,7,44,1300,82.3,수,55.5,468,2.3,1.3,202304087,11,0.0,0.09,0.18,13,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1133,7,5,5.0,39308,8,37,1300,83.1,암,52.0,472,24.8,5.3,202304087,8,0.0,0.12,0.12,13,-5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1134,4,1,20.0,44498,9,38,1300,86.5,수,52.5,491,39.4,7.0,202304087,12,0.17,0.08,0.08,13,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1135,6,3,0.0,43516,1,36,1300,82.0,수,52.0,491,37.7,5.2,202304088,6,0.17,0.0,0.0,13,-2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1136,4,1,0.5,44636,2,43,1300,82.1,거,55.0,488,5.5,1.6,202304088,8,0.25,0.25,0.0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1137,5,6,0.75,44918,3,39,1300,82.3,거,53.0,438,23.0,3.6,202304088,7,0.0,0.14,0.14,13,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1138,4,7,2.0,44177,4,47,1300,82.6,수,57.0,533,2.0,1.3,202304088,9,0.22,0.11,0.22,13,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1139,3,2,1.5,50790,5,36,1300,82.9,수,51.5,472,32.8,5.5,202304088,7,0.0,0.0,0.14,13,-8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1140,5,9,3.0,42547,6,42,1300,83.4,암,52.5,521,10.7,2.5,202304088,8,0.12,0.12,0.0,13,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1141,5,8,4.0,46250,7,36,1300,84.0,수,52.0,471,10.0,3.0,202304088,6,0.0,0.0,0.0,13,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1142,4,4,8.0,44853,8,39,1300,85.4,수,53.0,492,5.4,1.8,202304088,10,0.1,0.1,0.0,13,-2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1143,4,5,0.5,44276,9,40,1300,85.4,암,52.0,467,12.1,2.5,202304088,8,0.25,0.12,0.0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1144,5,10,0.0,42595,1,59,1200,74.0,암,53.0,487,14.7,3.7,202304089,10,0.3,0.2,0.1,13,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1145,5,3,3.0,42443,2,57,1200,74.5,거,54.0,485,5.4,2.1,202304089,9,0.11,0.22,0.11,13,-4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1146,4,1,0.75,44685,3,57,1200,74.7,거,54.0,441,3.8,1.7,202304089,11,0.27,0.27,0.09,13,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1147,5,8,0.75,42805,4,54,1200,74.8,거,52.5,499,12.3,3.2,202304089,9,0.11,0.0,0.0,13,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1148,6,6,2.0,41641,5,65,1200,75.2,암,54.0,483,13.1,3.3,202304089,8,0.0,0.12,0.12,13,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1149,5,4,0.5,42250,6,64,1200,75.3,암,55.5,486,6.2,2.1,202304089,7,0.14,0.14,0.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1150,5,7,3.0,43429,7,60,1200,75.8,암,53.5,478,13.9,3.4,202304089,14,0.14,0.0,0.29,13,-4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1151,5,9,2.0,45660,8,55,1200,76.2,거,53.0,472,25.4,6.2,202304089,7,0.0,0.0,0.0,13,-12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1152,4,5,1.0,44813,9,58,1200,76.4,암,52.5,471,4.2,1.6,202304089,10,0.2,0.2,0.4,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1153,5,2,5.0,42497,10,60,1200,77.2,거,51.5,466,14.9,4.5,202304089,9,0.0,0.22,0.0,13,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1154,5,6,0.0,45132,1,78,1700,111.4,수,58.0,491,6.3,1.7,202304090,5,0.6,0.2,0.0,13,-2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1155,6,1,2.5,43510,2,71,1700,111.9,수,55.0,543,2.8,1.4,202304090,6,0.17,0.33,0.17,13,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1156,6,3,1.25,43436,3,70,1700,112.1,거,55.0,551,9.0,2.3,202304090,10,0.2,0.1,0.6,13,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1157,5,5,1.25,42947,4,75,1700,112.3,수,57.0,500,5.3,1.7,202304090,7,0.14,0.29,0.0,13,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1158,5,4,0.25,45118,5,75,1700,112.4,암,55.0,493,11.3,3.7,202304090,7,0.14,0.14,0.0,13,-2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1159,7,10,0.25,38640,6,74,1700,112.4,수,56.0,507,6.7,2.8,202304090,5,0.0,0.0,0.0,13,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
